#RPLIDAR SCAN DATA
#COUNT=637
#Angule	Distance	Quality
255.2948 1798.0 188
255.5420 1804.0 188
255.7947 1808.0 188
256.0419 1814.0 188
256.2946 1816.0 188
256.8109 1828.0 188
258.2336 982.0 188
259.7333 964.0 188
260.4968 964.0 188
260.7495 946.0 188
260.9967 948.0 188
261.2494 950.0 188
261.4966 952.0 188
261.7493 954.0 188
261.9965 954.0 188
262.2491 954.0 188
262.4963 954.0 188
262.7655 956.0 188
263.0127 956.0 188
263.2654 956.0 188
263.5126 956.0 188
263.7653 956.0 188
264.0125 956.0 188
264.2651 958.0 188
264.5123 952.0 188
264.7650 958.0 188
265.0122 964.0 188
265.2649 958.0 188
265.5286 956.0 188
265.7813 954.0 188
266.0284 954.0 188
266.2811 954.0 188
266.5283 952.0 188
266.7810 952.0 188
267.0282 950.0 188
267.2809 950.0 188
267.5281 950.0 188
267.7808 950.0 188
268.0444 950.0 188
268.2916 948.0 188
268.5443 948.0 188
268.7915 948.0 188
269.0442 946.0 188
269.2969 946.0 188
269.5441 946.0 188
269.8572 944.0 188
270.1044 944.0 188
270.3571 944.0 188
270.6042 942.0 188
270.8569 942.0 188
271.1041 940.0 188
271.3568 940.0 188
271.6040 942.0 188
271.8732 942.0 188
272.1204 942.0 188
272.3730 942.0 188
272.6202 940.0 188
272.8729 940.0 188
273.1201 942.0 188
273.3728 940.0 188
273.6200 940.0 188
273.8727 942.0 188
274.1199 942.0 188
274.3726 942.0 188
274.6362 942.0 188
274.8889 942.0 188
275.1361 944.0 188
275.3888 944.0 188
275.6360 942.0 188
275.9052 942.0 188
276.1523 944.0 188
276.4050 944.0 188
276.6083 946.0 188
276.9214 944.0 188
277.1686 944.0 188
277.3718 946.0 188
277.6849 944.0 188
277.9321 940.0 188
278.1848 938.0 188
278.4375 936.0 188
278.7012 936.0 188
278.9484 934.0 188
279.2010 932.0 188
279.4647 930.0 188
279.7174 930.0 188
279.9646 928.0 188
280.2173 928.0 188
280.4810 926.0 188
280.7336 926.0 188
280.9808 926.0 188
281.2335 928.0 188
281.4972 932.0 188
281.7499 934.0 188
281.9971 928.0 188
282.2498 928.0 188
282.5134 932.0 188
282.7606 932.0 188
283.0133 936.0 188
283.2770 934.0 188
284.0295 936.0 188
284.7931 936.0 188
286.6992 2392.0 188
286.9519 2380.0 188
287.1991 2376.0 188
